Type	Complement Status	Start	End	Gene/Locus Tag	Strand Present?	Position(s)	Position(s) 2	Position(s) 3	Position(s) 4	Position(s) 5	Position(s) 6	Position(s) 7	Position(s) 8	Position(s) 9	Position(s) 10	
CDS	Not Complement	833837	834037	SPNHU17_RS04175	Yes	833983	834003									
tRNA	Not Complement	834117	834317	SPNHU17_RS04180	Yes	834289										
tRNA	Not Complement	834207	834407	SPNHU17_RS04185	Yes	834401										
CDS	Not Complement	834440	834640	rpsA												
CDS	Not Complement	835867	836067	SPNHU17_RS04195	Yes	835892	836031									
CDS	Not Complement	836364	836564	dnaX	Yes	836371										
CDS	Not Complement	838047	838247	SPNHU17_RS04205	Yes	838059	838080	838116	838230							
CDS	Not Complement	838391	838591	sufC	Yes	838528	838549									
CDS	Not Complement	839189	839389	sufD	Yes	839270										
CDS	Not Complement	840462	840662	SPNHU17_RS04220	Yes	840564										
CDS	Not Complement	841675	841875	SPNHU17_RS04225	Yes	841873										
CDS	Not Complement	842169	842369	sufB	Yes	842325										
CDS	Complement	845253	845453	pbp3	Yes	845362										
CDS	Not Complement	845156	845356	cozE												
tmRNA	Not Complement	846799	846999	ssrA	Yes	846913	846950									
tRNA	Complement	847616	847816	SPNHU17_RS04250												
CDS	Not Complement	847578	847778	SPNHU17_RS04255												
CDS	Not Complement	848315	848515	pfkB												
CDS	Not Complement	849223	849423	SPNHU17_RS04265												
CDS	Not Complement	851339	851539	SPNHU17_RS04270	Yes	851421										
CDS	Complement	854243	854443	SPNHU17_RS04275	Yes	854283	854320	854339								
CDS	Not Complement	854181	854381	SPNHU17_RS04280												
CDS	Not Complement	855332	855532	thiI												
CDS	Not Complement	856683	856883	SPNHU17_RS04290	Yes	856801	856830	856837	856877							
CDS	Not Complement	857529	857729	SPNHU17_RS10945												
CDS	Not Complement	857861	858061	SPNHU17_RS10950												
CDS	Not Complement	858281	858481	SPNHU17_RS04300	Yes	858447										
CDS	Not Complement	860381	860581	SPNHU17_RS04305												
CDS	Not Complement	861887	862087	SPNHU17_RS04310	Yes	861897										
CDS	Not Complement	862926	863126	SPNHU17_RS10955	Yes	862965										
CDS	Not Complement	863183	863383	SPNHU17_RS04315												
CDS	Not Complement	863416	863616	SPNHU17_RS04320	Yes	863531	863598									
CDS	Not Complement	863947	864147	SPNHU17_RS04325	Yes	863995										
CDS	Not Complement	864946	865146	SPNHU17_RS04330												
CDS	Not Complement	865910	866110	SPNHU17_RS04335												
CDS	Not Complement	869531	869731	SPNHU17_RS04340	Yes	869561	869601									
CDS	Complement	870473	870673	SPNHU17_RS04345	Yes	870567										
CDS	Complement	872763	872963	SPNHU17_RS04350	Yes	872954										
CDS	Not Complement	872911	873111	SPNHU17_RS04355	Yes	873044										
CDS	Not Complement	876095	876295	pfkA	Yes	876133										
CDS	Not Complement	877161	877361	pyk												
CDS	Complement	879777	879977	SPNHU17_RS04370	Yes	879929										
CDS	Complement	880165	880365	SPNHU17_RS04375	Yes	880252	880272	880299	880316							
CDS	Not Complement	880401	880601	SPNHU17_RS04380	Yes	880426										
CDS	Not Complement	881935	882135	SPNHU17_RS04385	Yes	882018	882060	882084								
CDS	Not Complement	882250	882450	SPNHU17_RS04390	Yes	882316										
CDS	Complement	884111	884311	SPNHU17_RS04395	Yes	884192	884204									
CDS	Complement	885013	885213	SPNHU17_RS04400	Yes	885023	885028	885044	885074							
CDS	Not Complement	885270	885470	SPNHU17_RS04405	Yes	885415										
CDS	Not Complement	887386	887586	SPNHU17_RS04410	Yes	887460										
CDS	Not Complement	887894	888094	SPNHU17_RS04415												
CDS	Complement	888911	889111	SPNHU17_RS04420	Yes	888929	889020	889035	889081	889103						
CDS	Not Complement	889139	889339	SPNHU17_RS04425	Yes	889307										
CDS	Not Complement	889899	890099	SPNHU17_RS04430												
CDS	Complement	892803	893003	SPNHU17_RS04435	Yes	892806	892818	892934	892953	892966	892978	892986				
CDS	Complement	893046	893246	SPNHU17_RS04440	Yes	893059	893103	893184								
CDS	Not Complement	893553	893753	SPNHU17_RS04445	Yes	893690	893719									
CDS	Complement	895430	895630	SPNHU17_RS10960												
CDS	Not Complement	895851	896051	speE	Yes	895936										
CDS	Not Complement	896708	896908	SPNHU17_RS04455	Yes	896818										
CDS	Not Complement	897967	898167	nspC	Yes	897995										
CDS	Not Complement	899091	899291	aguA	Yes	899151										
CDS	Not Complement	900186	900386	aguB	Yes	900286										
CDS	Complement	902250	902450	SPNHU17_RS04475												
CDS	Not Complement	902322	902522	SPNHU17_RS04480												
CDS	Not Complement	902597	902797	SPNHU17_RS04485												
CDS	Complement	903717	903917	SPNHU17_RS04490	Yes	903764	903813	903854	903877							
CDS	Not Complement	903510	903710	SPNHU17_RS04495												
CDS	Not Complement	904415	904615	lspA												
CDS	Not Complement	904866	905066	SPNHU17_RS04505	Yes	904995										
CDS	Not Complement	905756	905956	cbpE	Yes	905843										
CDS	Not Complement	907752	907952	proB	Yes	907882	907897	907903								
CDS	Not Complement	908871	909071	SPNHU17_RS04520	Yes	908874	909021									
CDS	Not Complement	910137	910337	proC	Yes	910195	910239									
CDS	Not Complement	911154	911354	tmk	Yes	911264										
CDS	Not Complement	911789	911989	SPNHU17_RS04535	Yes	911877										
CDS	Not Complement	912719	912919	yabA	Yes	912841										
CDS	Not Complement	913039	913239	rsmI	Yes	913153										
CDS	Not Complement	914052	914252	trmFO												
CDS	Not Complement	915470	915670	pyrH												
CDS	Not Complement	916216	916416	frr	Yes	916382										
CDS	Not Complement	916833	917033	cvfB												
CDS	Not Complement	917696	917896	SPNHU17_RS04570	Yes	917746	917802									
CDS	Not Complement	917997	918197	SPNHU17_RS04575	Yes	917998	918057	918143								
CDS	Not Complement	919109	919309	SPNHU17_RS04580	Yes	919293										
CDS	Not Complement	919746	919946	SPNHU17_RS04585	Yes	919775	919899	919911								
CDS	Not Complement	920380	920580	SPNHU17_RS04590												
CDS	Not Complement	922799	922999	SPNHU17_RS04595												
CDS	Not Complement	923019	923219	SPNHU17_RS04600												
CDS	Not Complement	923610	923810	SPNHU17_RS04605												
CDS	Not Complement	925098	925298	infC	Yes	925221	925279									
CDS	Not Complement	925661	925861	rpmI												
CDS	Not Complement	925913	926113	rplT	Yes	925935	925959									
CDS	Not Complement	926330	926530	SPNHU17_RS04625	Yes	926336	926430									
CDS	Not Complement	926960	927160	SPNHU17_RS04630	Yes	927047	927122									
CDS	Not Complement	927723	927923	SPNHU17_RS04635												
CDS	Not Complement	928751	928951	lytB												
CDS	Complement	932832	933032	pavA	Yes	932974										
CDS	Not Complement	932737	932937	ybeY												
CDS	Not Complement	933215	933415	SPNHU17_RS04655												
CDS	Not Complement	933627	933827	era	Yes	933692	933746	933753	933781							
CDS	Not Complement	934574	934774	mutM												
CDS	Not Complement	935398	935598	coaE	Yes	935482										
CDS	Not Complement	935990	936190	SPNHU17_RS04675												
CDS	Not Complement	937189	937389	rpmG	Yes	937202	937360									
CDS	Not Complement	937378	937578	secG												
CDS	Not Complement	937713	937913	rnr	Yes	937766										
CDS	Not Complement	940030	940230	smpB												
CDS	Not Complement	940513	940713	tehB												
CDS	Not Complement	941446	941646	coiA	Yes	941598	941611									
CDS	Not Complement	942418	942618	pepF	Yes	942464	942578									
CDS	Not Complement	944222	944422	SPNHU17_RS04715												
CDS	Not Complement	945002	945202	prsA	Yes	945140										
CDS	Not Complement	946698	946898	SPNHU17_RS04725												
CDS	Complement	947866	948066	SPNHU17_RS04730	Yes	948025										
CDS	Complement	948348	948548	SPNHU17_RS04735	Yes	948464	948472									
CDS	Complement	949190	949390	SPNHU17_RS04740	Yes	949197	949210	949216	949307	949317	949382					
CDS	Complement	950085	950285	SPNHU17_RS04745	Yes	950160	950210									
CDS	Not Complement	950029	950229	glmU												
CDS	Not Complement	951418	951618	SPNHU17_RS04755												
CDS	Not Complement	952002	952202	macP												
CDS	Not Complement	952306	952506	SPNHU17_RS04765	Yes	952451										
CDS	Not Complement	953075	953275	rocS	Yes	953219	953264									
CDS	Not Complement	953664	953864	SPNHU17_RS04775												
CDS	Not Complement	954263	954463	SPNHU17_RS04780	Yes	954287	954296									
CDS	Not Complement	956482	956682	SPNHU17_RS04785	Yes	956604										
CDS	Not Complement	956724	956924	SPNHU17_RS04790												
CDS	Not Complement	957359	957559	ccdA2	Yes	957367										
CDS	Not Complement	958077	958277	sdbB	Yes	958107	958197									
CDS	Not Complement	959008	959208	SPNHU17_RS04805												
CDS	Not Complement	960542	960742	adcAII	Yes	960657	960667	960695								
CDS	Not Complement	961467	961667	SPNHU17_RS04815												
CDS	Not Complement	961765	961965	SPNHU17_RS04820	Yes	961785										
CDS	Not Complement	962354	962554	phtE	Yes	962383										
CDS	Not Complement	965699	965899	SPNHU17_RS04830	Yes	965755	965781									
CDS	Not Complement	966363	966563	SPNHU17_RS04840	Yes	966495	966554									
CDS	Not Complement	967254	967454	SPNHU17_RS10965	Yes	967341	967348									
CDS	Complement	969331	969531	pepT	Yes	969360										
CDS	Not Complement	969286	969486	hemH												
CDS	Complement	970999	971199	mscL	Yes	971008	971013	971021	971028	971088	971155	971182				
CDS	Complement	971512	971712	SPNHU17_RS04875	Yes	971593										
regulatory	Not Complement	971341	971541	riboswitch												
CDS	Not Complement	971435	971635	SPNHU17_RS04880												
tRNA	Not Complement	972044	972244	SPNHU17_RS04885	Yes	972181	972195	972218								
CDS	Not Complement	972991	973191	SPNHU17_RS04890	Yes	973097										
CDS	Not Complement	974123	974323	dapA	Yes	974158	974322									
CDS	Complement	976678	976878	mnmE	Yes	976686	976707	976727	976732	976758	976832					
CDS	Complement	976997	977197	SPNHU17_RS04905	Yes	977025										
CDS	Not Complement	976920	977120	SPNHU17_RS04910												
CDS	Not Complement	977509	977709	SPNHU17_RS04915												
CDS	Not Complement	977998	978198	prfA												
CDS	Not Complement	979077	979277	prmC												
CDS	Not Complement	979900	980100	SPNHU17_RS04930												
CDS	Not Complement	980504	980704	SPNHU17_RS04935	Yes	980577	980686									
CDS	Not Complement	980997	981197	SPNHU17_RS04940	Yes	981145										
CDS	Not Complement	982261	982461	SPNHU17_RS04945												
CDS	Not Complement	983235	983435	pmp23												
CDS	Not Complement	983923	984123	SPNHU17_RS04955	Yes	983934	983942	984025	984036	984075						
CDS	Not Complement	984971	985171	rlmD	Yes	985105										
CDS	Not Complement	986816	987016	SPNHU17_RS04965	Yes	986830	986879									
CDS	Not Complement	987351	987551	SPNHU17_RS04970												
CDS	Not Complement	987573	987773	SPNHU17_RS04975												
CDS	Not Complement	987963	988163	SPNHU17_RS04980												
CDS	Not Complement	988978	989178	SPNHU17_RS04985	Yes	989124										
CDS	Not Complement	989985	990185	SPNHU17_RS04990	Yes	990028										
CDS	Not Complement	990992	991192	SPNHU17_RS04995												
CDS	Not Complement	991937	992137	SPNHU17_RS10970												
CDS	Not Complement	992240	992440	SPNHU17_RS05000												
CDS	Not Complement	992544	992744	SPNHU17_RS05005												
CDS	Not Complement	993539	993739	SPNHU17_RS05010												
CDS	Not Complement	993792	993992	SPNHU17_RS05015												
CDS	Not Complement	995739	995939	SPNHU17_RS05020												
CDS	Not Complement	996627	996827	SPNHU17_RS05025	Yes	996684										
CDS	Not Complement	996877	997077	SPNHU17_RS05030	Yes	996979										
CDS	Not Complement	997693	997893	SPNHU17_RS05035	Yes	997731	997752	997832								
CDS	Not Complement	998659	998859	SPNHU17_RS05040	Yes	998767	998774	998783	998834							
CDS	Not Complement	999706	999906	SPNHU17_RS05045	Yes	999724										
CDS	Not Complement	1001720	1001920	SPNHU17_RS05050												
CDS	Not Complement	1002078	1002278	SPNHU17_RS05055												
CDS	Not Complement	1002553	1002753	SPNHU17_RS05060	Yes	1002647	1002665									
CDS	Not Complement	1003228	1003428	SPNHU17_RS05065	Yes	1003375	1003386									
CDS	Not Complement	1003614	1003814	SPNHU17_RS05070												
CDS	Not Complement	1004072	1004272	SPNHU17_RS05075	Yes	1004115	1004179	1004183								
CDS	Not Complement	1005321	1005521	ppc	Yes	1005329	1005360									
misc_binding	Not Complement	1008100	1008300	COORDINATES: nucleotide	Yes	1008225										
CDS	Not Complement	1008430	1008630	SPNHU17_RS05085												
CDS	Not Complement	1009503	1009703	SPNHU17_RS05090	Yes	1009537										
CDS	Not Complement	1010659	1010859	SPNHU17_RS05095												
CDS	Not Complement	1011507	1011707	dnaG	Yes	1011653										
CDS	Not Complement	1013270	1013470	rpoD	Yes	1013445										
CDS	Not Complement	1014393	1014593	SPNHU17_RS05110												
CDS	Not Complement	1014837	1015037	cpoA	Yes	1014968	1014978	1014995								
CDS	Not Complement	1015896	1016096	SPNHU17_RS05120	Yes	1016001										
CDS	Not Complement	1017250	1017450	SPNHU17_RS05125												
CDS	Not Complement	1017485	1017685	SPNHU17_RS05130												
CDS	Not Complement	1017683	1017883	obgE	Yes	1017853										
CDS	Not Complement	1019003	1019203	SPNHU17_RS05140	Yes	1019018										
CDS	Not Complement	1020410	1020610	SPNHU17_RS05145	Yes	1020444	1020465									
CDS	Not Complement	1021685	1021885	SPNHU17_RS05150												
CDS	Not Complement	1022229	1022429	spxR	Yes	1022252	1022407									
CDS	Not Complement	1023522	1023722	SPNHU17_RS05160	Yes	1023675										
CDS	Not Complement	1025450	1025650	pcrA	Yes	1025556	1025591	1025598	1025607							
CDS	Not Complement	1027784	1027984	radC	Yes	1027844	1027881	1027946								
CDS	Complement	1029350	1029550	SPNHU17_RS05175	Yes	1029362	1029368	1029381	1029488							
CDS	Complement	1030009	1030209	SPNHU17_RS05180	Yes	1030025										
CDS	Complement	1030307	1030507	SPNHU17_RS05185	Yes	1030323	1030380									
CDS	Complement	1030662	1030862	SPNHU17_RS05190	Yes	1030684										
CDS	Complement	1031782	1031982	SPNHU17_RS05195	Yes	1031798	1031835	1031839	1031911	1031944						
CDS	Complement	1032751	1032951	SPNHU17_RS05200	Yes	1032837	1032865	1032876	1032936							
CDS	Complement	1033433	1033633	SPNHU17_RS05205	Yes	1033438	1033585									
CDS	Not Complement	1033361	1033561	SPNHU17_RS05210												
CDS	Not Complement	1034016	1034216	SPNHU17_RS05215	Yes	1034055										
CDS	Not Complement	1034831	1035031	SPNHU17_RS05220	Yes	1034886	1034911	1034989								
CDS	Not Complement	1035771	1035971	pta	Yes	1035888										
CDS	Complement	1037631	1037831	SPNHU17_RS05230	Yes	1037639	1037652	1037696								
CDS	Not Complement	1037833	1038033	SPNHU17_RS05235	Yes	1037861	1038018									
CDS	Not Complement	1038719	1038919	rplU												
CDS	Not Complement	1039049	1039249	SPNHU17_RS05245												
CDS	Not Complement	1039410	1039610	rpmA	Yes	1039524										
CDS	Not Complement	1040551	1040751	SPNHU17_RS05260	Yes	1040704	1040712									
CDS	Complement	1042609	1042809	SPNHU17_RS05265	Yes	1042624										
CDS	Not Complement	1042551	1042751	SPNHU17_RS05270												
CDS	Not Complement	1043497	1043697	SPNHU17_RS05275	Yes	1043511										
CDS	Not Complement	1044198	1044398	SPNHU17_RS05280												
CDS	Not Complement	1046102	1046302	SPNHU17_RS05285	Yes	1046175										
CDS	Not Complement	1047045	1047245	SPNHU17_RS05290	Yes	1047169	1047202	1047222								
CDS	Not Complement	1048316	1048516	ligA	Yes	1048342	1048438	1048450	1048467							
CDS	Not Complement	1050386	1050586	pulA												
CDS	Not Complement	1053210	1053410	SPNHU17_RS05305	Yes	1053240	1053340	1053361	1053395							
CDS	Not Complement	1055117	1055317	glgB	Yes	1055125	1055130	1055158	1055221							
CDS	Not Complement	1057035	1057235	SPNHU17_RS05315												
CDS	Not Complement	1058167	1058367	glgD	Yes	1058172	1058292									
CDS	Not Complement	1059303	1059503	glgA												
CDS	Not Complement	1060795	1060995	SPNHU17_RS05330	Yes	1060801	1060960									
CDS	Not Complement	1061111	1061311	SPNHU17_RS05335												
CDS	Not Complement	1061449	1061649	SPNHU17_RS05340	Yes	1061468										
CDS	Complement	1063207	1063407	SPNHU17_RS05345	Yes	1063303										
CDS	Not Complement	1063171	1063371	eno												
CDS	Complement	1065193	1065393	SPNHU17_RS05355	Yes	1065255										
CDS	Complement	1065407	1065607	SPNHU17_RS05360												
CDS	Not Complement	1065901	1066101	SPNHU17_RS05365	Yes	1066030	1066070									
CDS	Not Complement	1066256	1066456	rexB	Yes	1066300										
CDS	Not Complement	1069528	1069728	addA	Yes	1069635										
CDS	Not Complement	1073498	1073698	SPNHU17_RS05380	Yes	1073653										
CDS	Not Complement	1074884	1075084	SPNHU17_RS05385	Yes	1074898	1075009	1075072								
CDS	Not Complement	1081363	1081563	SPNHU17_RS05395	Yes	1081391	1081424	1081527	1081537	1081552						
CDS	Not Complement	1081533	1081733	SPNHU17_RS05400	Yes	1081603										
CDS	Not Complement	1082411	1082611	dcm	Yes	1082556										
CDS	Not Complement	1083753	1083953	SPNHU17_RS05410	Yes	1083808	1083823									
CDS	Not Complement	1084195	1084395	SPNHU17_RS05415												
CDS	Not Complement	1084588	1084788	SPNHU17_RS05420	Yes	1084610	1084666									
CDS	Not Complement	1085160	1085360	SPNHU17_RS05425												
CDS	Not Complement	1085772	1085972	SPNHU17_RS05430	Yes	1085837	1085954									
CDS	Not Complement	1086362	1086562	SPNHU17_RS05435	Yes	1086467										
CDS	Not Complement	1087480	1087680	SPNHU17_RS05440	Yes	1087571	1087613									
CDS	Not Complement	1087769	1087969	SPNHU17_RS05445	Yes	1087886										
CDS	Not Complement	1088257	1088457	SPNHU17_RS05450	Yes	1088271										
CDS	Not Complement	1090155	1090355	SPNHU17_RS05455												
CDS	Not Complement	1090414	1090614	SPNHU17_RS05460	Yes	1090460	1090590									
CDS	Not Complement	1091322	1091522	SPNHU17_RS05465	Yes	1091347										
CDS	Not Complement	1091632	1091832	SPNHU17_RS05470	Yes	1091656										
CDS	Not Complement	1094001	1094201	SPNHU17_RS05475												
CDS	Complement	1097233	1097433	SPNHU17_RS05480	Yes	1097424										
CDS	Not Complement	1097052	1097252	SPNHU17_RS05485												
CDS	Not Complement	1097779	1097979	SPNHU17_RS05490	Yes	1097870	1097921									
CDS	Not Complement	1098237	1098437	SPNHU17_RS05495	Yes	1098328	1098415									
CDS	Not Complement	1104535	1104735	SPNHU17_RS05500	Yes	1104644										
CDS	Not Complement	1104833	1105033	SPNHU17_RS05505	Yes	1104862										
CDS	Not Complement	1105883	1106083	SPNHU17_RS05510	Yes	1106001										
CDS	Not Complement	1106965	1107165	SPNHU17_RS05515	Yes	1107100										
CDS	Not Complement	1107691	1107891	SPNHU17_RS05520	Yes	1107703	1107770									
CDS	Not Complement	1108976	1109176	SPNHU17_RS05525												
CDS	Not Complement	1109627	1109827	SPNHU17_RS05530												
CDS	Not Complement	1110763	1110963	SPNHU17_RS05535												
CDS	Not Complement	1110993	1111193	SPNHU17_RS05540												
CDS	Not Complement	1111414	1111614	SPNHU17_RS05545	Yes	1111563										
CDS	Not Complement	1111757	1111957	SPNHU17_RS05550	Yes	1111915										
CDS	Not Complement	1112233	1112433	SPNHU17_RS05555												
CDS	Not Complement	1113467	1113667	SPNHU17_RS05560	Yes	1113556										
CDS	Not Complement	1114494	1114694	SPNHU17_RS05565												
CDS	Not Complement	1114913	1115113	catA												
CDS	Complement	1117551	1117751	SPNHU17_RS05575	Yes	1117581	1117614	1117621								
CDS	Not Complement	1117615	1117815	SPNHU17_RS05580												
CDS	Not Complement	1118283	1118483	SPNHU17_RS05585												
CDS	Not Complement	1120145	1120345	SPNHU17_RS05590	Yes	1120220										
CDS	Not Complement	1120460	1120660	SPNHU17_RS05595	Yes	1120485	1120526									
CDS	Not Complement	1121523	1121723	ylqF	Yes	1121532	1121538	1121608								
CDS	Not Complement	1122361	1122561	SPNHU17_RS05605	Yes	1122364	1122466									
CDS	Not Complement	1123156	1123356	SPNHU17_RS05610	Yes	1123214										
CDS	Not Complement	1125292	1125492	xerS	Yes	1125340	1125349	1125415	1125433							
CDS	Complement	1127616	1127816	SPNHU17_RS05620	Yes	1127689	1127784	1127799	1127805							
CDS	Complement	1129365	1129565	lpdA	Yes	1129455	1129468	1129560								
CDS	Complement	1130472	1130672	SPNHU17_RS05630	Yes	1130574	1130647									
CDS	Complement	1131682	1131882	SPNHU17_RS05635	Yes	1131694	1131751	1131805	1131838	1131862	1131881					
CDS	Complement	1132666	1132866	SPNHU17_RS05640	Yes	1132679	1132687	1132737	1132750	1132791	1132810					
CDS	Complement	1134181	1134381	pdrM	Yes	1134192	1134222	1134237	1134353	1134362						
CDS	Complement	1134452	1134652	SPNHU17_RS05650	Yes	1134528										
CDS	Complement	1135734	1135934	SPNHU17_RS05655	Yes	1135742										
CDS	Complement	1136211	1136411	SPNHU17_RS05660	Yes	1136217										
CDS	Complement	1136874	1137074	SPNHU17_RS05665	Yes	1137062										
CDS	Complement	1137659	1137859	SPNHU17_RS05670	Yes	1137690	1137771									
CDS	Complement	1138386	1138586	SPNHU17_RS05675	Yes	1138398	1138403	1138487	1138513							
CDS	Complement	1138983	1139183	SPNHU17_RS05680	Yes	1139000	1139123									
CDS	Complement	1139702	1139902	SPNHU17_RS05685	Yes	1139870	1139898									
CDS	Complement	1139997	1140197	SPNHU17_RS05690	Yes	1140003	1140011	1140103	1140119	1140170						
CDS	Complement	1142555	1142755	phtA	Yes	1142569	1142582	1142599	1142717	1142731	1142747					
CDS	Complement	1144542	1144742	ptsP	Yes	1144545	1144568	1144577								
CDS	Complement	1144811	1145011	SPNHU17_RS05705	Yes	1144836	1144901	1144911	1144920	1144930	1144935	1144990				
CDS	Not Complement	1144962	1145162	nrdH	Yes	1145026	1145118									
CDS	Not Complement	1145262	1145462	nrdE	Yes	1145343	1145350	1145435								
CDS	Not Complement	1147609	1147809	nrdF	Yes	1147625	1147647									
CDS	Not Complement	1148753	1148953	SPNHU17_RS05725	Yes	1148881										
CDS	Complement	1150172	1150372	SPNHU17_RS05730	Yes	1150196	1150220	1150313	1150323	1150344	1150367					
CDS	Complement	1151699	1151899	lacG	Yes	1151706	1151715	1151878								
CDS	Complement	1153605	1153805	SPNHU17_RS05740												
CDS	Complement	1153922	1154122	SPNHU17_RS05745												
CDS	Complement	1154794	1154994	SPNHU17_RS05750	Yes	1154871										
CDS	Complement	1156008	1156208	lacD	Yes	1156084										
CDS	Complement	1156939	1157139	SPNHU17_RS05760	Yes	1156982	1157033	1157049	1157061	1157069						
CDS	Complement	1157465	1157665	lacB	Yes	1157481										
CDS	Complement	1157921	1158121	lacA	Yes	1157946										
CDS	Complement	1158591	1158791	SPNHU17_RS05775	Yes	1158699	1158767	1158790								
CDS	Complement	1160621	1160821	lepA	Yes	1160636	1160729									
CDS	Complement	1161428	1161628	SPNHU17_RS05785	Yes	1161436	1161446									
CDS	Complement	1163097	1163297	recN	Yes	1163133	1163249									
CDS	Complement	1163535	1163735	SPNHU17_RS05795	Yes	1163608	1163615	1163640								
CDS	Complement	1164343	1164543	SPNHU17_RS05800	Yes	1164359	1164386	1164410	1164422	1164500	1164536					
CDS	Complement	1165211	1165411	SPNHU17_RS05805	Yes	1165225	1165264	1165348	1165357	1165378	1165396	1165406				
CDS	Complement	1165420	1165620	SPNHU17_RS05810	Yes	1165479										
CDS	Complement	1166738	1166938	xseA	Yes	1166769	1166879									
CDS	Complement	1167504	1167704	udk	Yes	1167671										
CDS	Complement	1167914	1168114	SPNHU17_RS05825	Yes	1168009	1168024									
CDS	Complement	1169033	1169233	truB	Yes	1169043	1169076	1169091	1169153	1169172	1169210	1169224				
CDS	Complement	1170317	1170517	SPNHU17_RS05835	Yes	1170331	1170424	1170466								
CDS	Complement	1171672	1171872	SPNHU17_RS05840	Yes	1171744	1171819									
CDS	Complement	1172617	1172817	SPNHU17_RS05845	Yes	1172640	1172683	1172691	1172796							
CDS	Complement	1173604	1173804	srtA	Yes	1173624	1173630	1173651								
CDS	Complement	1176072	1176272	gyrA	Yes	1176090	1176136									
CDS	Not Complement	1176066	1176266	SPNHU17_RS05860												
CDS	Complement	1178273	1178473	SPNHU17_RS05865	Yes	1178294	1178453									
CDS	Complement	1178574	1178774	SPNHU17_RS05870	Yes	1178611	1178641	1178771								
CDS	Complement	1178818	1179018	SPNHU17_RS05875	Yes	1178909										
CDS	Complement	1179718	1179918	SPNHU17_RS05880	Yes	1179756	1179854									
CDS	Complement	1181069	1181269	vicK	Yes	1181075										
CDS	Complement	1181766	1181966	yycF	Yes	1181781										
CDS	Complement	1182996	1183196	mutY	Yes	1183022	1183054	1183076								
CDS	Complement	1185267	1185467	SPNHU17_RS05900	Yes	1185388	1185459									
CDS	Not Complement	1185297	1185497	coaB												
CDS	Not Complement	1185998	1186198	coaC	Yes	1186074										
CDS	Not Complement	1186533	1186733	SPNHU17_RS05915												
CDS	Not Complement	1187360	1187560	SPNHU17_RS05920	Yes	1187406	1187446									
CDS	Not Complement	1187899	1188099	SPNHU17_RS05925												
CDS	Complement	1189078	1189278	SPNHU17_RS05930	Yes	1189094	1189111	1189181	1189195	1189214	1189275					
CDS	Complement	1189640	1189840	SPNHU17_RS05935	Yes	1189648	1189738	1189752	1189762							
CDS	Complement	1190169	1190369	SPNHU17_RS05940	Yes	1190271	1190278	1190294								
CDS	Complement	1192167	1192367	uvrB	Yes	1192220	1192255	1192261	1192265							
CDS	Complement	1193198	1193398	SPNHU17_RS05950	Yes	1193215	1193288	1193329	1193383							
CDS	Not Complement	1193168	1193368	SPNHU17_RS05955												
CDS	Not Complement	1195333	1195533	SPNHU17_RS05960	Yes	1195443										
CDS	Not Complement	1196222	1196422	zwf	Yes	1196293	1196306	1196334	1196374							
CDS	Complement	1199232	1199432	ftsY												
CDS	Complement	1200054	1200254	SPNHU17_RS05975	Yes	1200131	1200146									
CDS	Complement	1200848	1201048	SPNHU17_RS05980	Yes	1200862										
CDS	Complement	1204384	1204584	smc	Yes	1204438	1204524									
CDS	Complement	1205073	1205273	rnc	Yes	1205086										
tRNA	Complement	1205327	1205527	SPNHU17_RS05995	Yes	1205427										
CDS	Complement	1206377	1206577	SPNHU17_RS06000	Yes	1206393	1206437	1206446	1206559							
CDS	Complement	1207868	1208068	SPNHU17_RS06005	Yes	1207878	1207948	1207956	1207965							
CDS	Complement	1209786	1209986	SPNHU17_RS06010	Yes	1209848										
CDS	Complement	1210575	1210775	SPNHU17_RS10975	Yes	1210650	1210707	1210722	1210728	1210737	1210769					
CDS	Complement	1211096	1211296	SPNHU17_RS06030	Yes	1211176	1211256									
CDS	Complement	1211369	1211569	SPNHU17_RS06035	Yes	1211398										
CDS	Complement	1212403	1212603	leuB	Yes	1212561	1212576									
CDS	Complement	1213452	1213652	SPNHU17_RS06045	Yes	1213464	1213474	1213529	1213560							
CDS	Complement	1214184	1214384	SPNHU17_RS06050	Yes	1214221	1214296	1214326	1214380							
CDS	Complement	1214860	1215060	SPNHU17_RS06055	Yes	1214920										
CDS	Complement	1215312	1215512	SPNHU17_RS06060	Yes	1215348	1215405	1215432	1215490							
CDS	Complement	1217505	1217705	topA	Yes	1217521										
CDS	Complement	1218715	1218915	SPNHU17_RS06070	Yes	1218730	1218816	1218862	1218867							
CDS	Complement	1219741	1219941	SPNHU17_RS06075	Yes	1219911										
CDS	Complement	1220513	1220713	SPNHU17_RS06080	Yes	1220528	1220534	1220627	1220642							
CDS	Complement	1221308	1221508	SPNHU17_RS06085												
CDS	Complement	1222198	1222398	SPNHU17_RS06090	Yes	1222346	1222394									
CDS	Complement	1223057	1223257	licA	Yes	1223151	1223203									
CDS	Complement	1224096	1224296	SPNHU17_RS06100	Yes	1224110	1224198	1224238								
CDS	Complement	1224808	1225008	SPNHU17_RS06105	Yes	1224816	1224951									
CDS	Not Complement	1224944	1225144	tacF	Yes	1225030	1225099									
CDS	Not Complement	1226441	1226641	SPNHU17_RS06115	Yes	1226448	1226460	1226577								
CDS	Not Complement	1227246	1227446	SPNHU17_RS06120	Yes	1227421										
